name,gender,ratio,females,males,total
Bryson,M,100,214,46383,46597
Arturo,M,100,203,45954,46157
Quinn,M,61,17946,27909,45855
Reagan,F,87,40076,5771,45847
Roman,M,100,199,45497,45696
Latoya,F,100,45412,185,45597
Donnie,M,96,2001,43498,45499
Alfredo,M,99,275,45168,45443
Raquel,F,99,45171,266,45437
Kiara,F,100,45215,221,45436
Shawna,F,100,45127,105,45232
Louise,F,99,44759,460,45219
June,F,98,44136,821,44957
Liliana,F,100,44700,157,44857
Bryant,M,99,232,44597,44829
Marcos,M,100,156,44599,44755
Lynne,F,100,44569,181,44750
Dianna,F,100,44406,48,44454
Marion,F,57,25462,18942,44404
Noel,M,74,11604,32777,44381
Iris,F,99,44000,282,44282
Camila,F,100,44196,40,44236
Rylee,F,91,40013,4181,44194
Selena,F,100,44013,57,44070
Dominick,M,99,262,43745,44007
Christie,F,99,43508,396,43904
Billie,F,85,37295,6453,43748
Josue,M,100,185,43458,43643
Kylee,F,99,43198,422,43620
Kenny,M,99,436,43175,43611
Ty,M,98,691,42738,43429
Kay,F,98,42714,674,43388
Jasmin,F,99,42791,584,43375
Jimmie,M,91,4105,39264,43369
Chance,M,98,1074,42238,43312
Shelia,F,100,43132,111,43243
Ashlee,F,99,42890,258,43148
Kasey,F,74,31492,11260,42752
Marjorie,F,100,42670,53,42723
Harper,F,91,38649,3903,42552
Tessa,F,100,42507,13,42520
Edith,F,100,42362,109,42471
Teri,F,100,42179,207,42386
Ashlyn,F,100,42313,54,42367
Serenity,F,100,42308,59,42367
Braden,M,99,273,42060,42333
Felix,M,99,356,41732,42088
Santiago,M,100,61,41927,41988
Esmeralda,F,100,41775,180,41955
Leigh,F,92,38650,3163,41813
Floyd,M,99,269,41539,41808
Marianne,F,100,41648,43,41691
Jana,F,100,41637,39,41676
Simon,M,100,126,41528,41654
Mindy,F,100,41550,67,41617
Sam,M,99,578,41017,41595
Geraldine,F,100,41453,129,41582
Meagan,F,100,41228,72,41300
Leticia,F,99,40986,215,41201
Adrianna,F,100,41179,18,41197
Frankie,M,72,11645,29450,41095
Ellie,F,99,40561,224,40785
Malik,M,99,259,40461,40720
Jermaine,M,98,911,39777,40688
Orlando,M,99,242,40335,40577
Gretchen,F,100,40526,38,40564
Bella,F,100,40498,34,40532
Alexia,F,100,40326,44,40370
Kayden,M,84,6552,33773,40325
Alma,F,98,39547,733,40280
Ginger,F,100,40034,41,40075
Tricia,F,100,39785,88,39873
Ted,M,100,63,39413,39476
Trisha,F,100,39339,53,39392
Raven,F,93,36584,2795,39379
Gayle,F,97,38128,1238,39366
Roderick,M,99,263,39093,39356
Antoinette,F,100,39290,46,39336
Roland,M,100,136,39184,39320
Rochelle,F,99,38983,280,39263
Lester,M,99,304,38906,39210
Freddie,M,94,2196,36943,39139
Harley,M,52,18739,20344,39083
Ebony,F,99,38580,455,39035
Jazmin,F,99,38759,227,38986
Stacie,F,100,38746,194,38940
Ramona,F,100,38638,137,38775
Fredrick,M,99,235,38521,38756
Giselle,F,100,38688,44,38732
Reese,F,65,25317,13363,38680
Tyson,M,99,308,38282,38590
Shari,F,100,38453,46,38499
Nikki,F,98,37534,873,38407
Brock,M,100,75,38219,38294
Clyde,M,99,233,38056,38289
Milton,M,100,187,38079,38266
Yesenia,F,99,37910,314,38224
Patty,F,100,38126,59,38185
Cassie,F,99,37980,191,38171
Dante,M,99,453,37683,38136
Patti,F,100,38027,46,38073
Zane,M,99,339,37718,38057
Nadia,F,100,37929,62,37991
Mandy,F,100,37811,138,37949
Cedric,M,99,273,37624,37897
Kristie,F,100,37844,44,37888
Everett,M,99,229,37572,37801
Tami,F,100,37713,72,37785
Kimberley,F,99,37545,228,37773
Julianna,F,100,37741,26,37767
Malachi,M,99,200,37353,37553
Lana,F,100,37405,5,37410
Chandler,M,80,7330,30067,37397
Violet,F,100,37340,20,37360
Salvador,M,100,176,37141,37317
Abel,M,100,97,37198,37295
Dave,M,100,48,37187,37235
Lynette,F,100,37140,53,37193
Malcolm,M,100,74,37107,37181
Kerri,F,99,36771,348,37119
Lilly,F,100,37063,24,37087
Clifton,M,99,189,36851,37040
Callie,F,100,36725,127,36852
Alissa,F,100,36668,31,36699
Neal,M,100,67,36558,36625
Ernesto,M,100,121,36424,36545
Stefanie,F,100,36338,43,36381
Serena,F,100,36293,16,36309
Pablo,M,100,57,36244,36301
Kyla,F,100,36208,29,36237
Jalen,M,96,1618,34615,36233
Darla,F,100,36104,27,36131
Dolores,F,99,35828,256,36084
Julius,M,99,186,35889,36075
Elisabeth,F,100,36014,27,36041
Elisa,F,100,35852,111,35963
Trey,M,100,97,35865,35962
Doreen,F,100,35841,53,35894
Scarlett,F,100,35839,13,35852
Emanuel,M,100,82,35556,35638
Makenzie,F,99,35332,282,35614
Mercedes,F,99,35306,278,35584
Hudson,M,98,721,34828,35549
Loren,M,67,11552,23982,35534
Gerard,M,100,75,35446,35521
Johanna,F,100,35328,129,35457
Lena,F,100,35434,16,35450
Tasha,F,100,35322,106,35428
Tammie,F,100,35253,134,35387
Ben,M,100,105,35188,35293
Lora,F,100,35200,75,35275
Braxton,M,98,633,34634,35267
Alondra,F,100,35025,122,35147
Tori,F,97,34019,1104,35123
Fabian,M,99,327,34763,35090
Cora,F,100,34980,19,34999
Carolina,F,100,34860,109,34969
Lesley,F,91,31897,2968,34865
Janie,F,100,34502,134,34636
Garry,M,100,116,34443,34559
Camden,M,93,2448,32091,34539
Demetrius,M,95,1721,32784,34505
London,F,79,27229,7200,34429
Rudy,M,98,686,33727,34413
Toby,M,87,4392,30010,34402
Laurel,F,99,33983,382,34365
Jayla,F,100,34310,51,34361
Marla,F,100,34321,38,34359
Lane,M,91,3232,31046,34278
Ivy,F,96,32895,1248,34143
Sasha,F,96,32839,1297,34136
Gustavo,M,100,104,34009,34113
Britney,F,100,33992,83,34075
Hanna,F,100,33958,115,34073
Bernadette,F,100,33949,60,34009
Clarissa,F,100,33930,21,33951
Arnold,M,100,126,33811,33937
Justine,F,93,31581,2339,33920
Genevieve,F,100,33874,12,33886
Anastasia,F,100,33859,23,33882
Jazmine,F,100,33772,99,33871
Rex,M,100,84,33778,33862
Annabelle,F,100,33777,10,33787
Quentin,M,99,178,33588,33766
Herman,M,99,205,33491,33696
Alaina,F,100,33551,6,33557
Diamond,F,94,31577,1946,33523
Pauline,F,100,33449,63,33512
Jaylen,M,88,3884,29615,33499
Nickolas,M,100,47,33450,33497
Gregg,M,100,113,33383,33496
Patrice,F,98,32603,754,33357
Randolph,M,100,97,33233,33330
Harvey,M,100,144,33097,33241
Betsy,F,100,33139,5,33144
Terrell,M,96,1367,31709,33076
Patsy,F,98,32263,735,32998
Kyra,F,100,32931,23,32954
Griffin,M,98,508,32432,32940
Marty,M,91,3105,29822,32927
Hazel,F,99,32553,336,32889
Keegan,M,91,2905,29953,32858
Cheri,F,100,32719,12,32731
Delaney,F,97,31675,955,32630
Tracie,F,99,32381,218,32599
Asher,M,98,550,31912,32462
Alisa,F,100,32432,22,32454
Mckenna,F,99,32270,183,32453
Delores,F,100,32333,67,32400
Darin,M,99,359,32031,32390
Ronda,F,99,32196,187,32383
Josie,F,99,32070,297,32367
Ciara,F,100,32338,7,32345
Rachelle,F,100,32308,37,32345
Tucker,M,99,260,32084,32344
Sawyer,M,86,4564,27736,32300
Jennie,F,100,32187,74,32261
Tia,F,100,32106,64,32170
Kai,M,84,5034,27083,32117
Keri,F,99,31786,324,32110
Marina,F,100,32016,51,32067
Maryann,F,100,32011,11,32022
Mayra,F,99,31627,345,31972
Kira,F,100,31884,27,31911
Edna,F,100,31834,53,31887
Tatiana,F,100,31843,35,31878
Elliot,M,92,2547,29321,31868
Marisol,F,99,31502,315,31817
Elliott,M,93,2306,29480,31786
Christa,F,100,31706,27,31733
Penelope,F,100,31719,0,31719
Ali,M,71,9309,22400,31709
Myles,M,100,124,31582,31706
Marian,F,99,31302,302,31604
Mildred,F,100,31525,69,31594
Aliyah,F,100,31423,28,31451
Jaiden,M,75,7728,23710,31438
Trina,F,100,31406,30,31436
Ashleigh,F,100,31315,83,31398
Mariana,F,100,31299,84,31383
Janine,F,100,31343,11,31354
Myra,F,100,31321,30,31351
Paris,F,77,24233,7078,31311
Brennan,M,94,1918,29355,31273
Graham,M,100,113,31146,31259
Sherrie,F,100,31232,11,31243
Lincoln,M,99,437,30775,31212
Kameron,M,88,3876,27247,31123
Ryder,M,98,642,30447,31089
Saul,M,100,74,30964,31038
Ismael,M,100,73,30962,31035
Carole,F,100,31017,7,31024
Chelsey,F,100,30843,65,30908
Kassandra,F,100,30751,16,30767
Asia,F,99,30532,191,30723
Drake,M,100,78,30643,30721
Piper,F,100,30504,153,30657
Jamal,M,99,266,30377,30643
Charity,F,100,30586,39,30625
Weston,M,100,23,30582,30605
Aurora,F,100,30488,5,30493
Cecil,M,98,626,29798,30424
Emilio,M,100,57,30247,30304
Latasha,F,100,30162,114,30276
Beatrice,F,100,30200,37,30237
Sonja,F,100,30204,29,30233
Bentley,M,94,1951,28196,30147
Lorena,F,99,29926,219,30145
Bob,M,100,66,30033,30099
Eden,F,87,25999,4017,30016
Corinne,F,100,29908,15,29923
Clay,M,100,94,29790,29884
Jayson,M,100,32,29659,29691
Pam,F,100,29643,23,29666
Bret,M,99,232,29408,29640
Ron,M,100,70,29515,29585
Carlton,M,99,199,29377,29576
Lucia,F,100,29473,86,29559
Nadine,F,100,29523,16,29539
Terence,M,99,165,29253,29418
Chester,M,100,123,29269,29392
Randi,F,96,28229,1123,29352
Corbin,M,98,498,28849,29347
Zackary,M,100,7,29338,29345
Easton,M,98,497,28846,29343
Dawson,M,98,467,28875,29342
Shana,F,100,29224,113,29337
Dane,M,99,359,28970,29329
Darrin,M,100,133,29097,29230
Desmond,M,99,233,28945,29178
Zachery,M,100,38,29095,29133
Clint,M,100,54,29030,29084
Robbie,M,65,10258,18785,29043
Khloe,F,100,29003,19,29022
Paulette,F,100,28901,25,28926
Katelynn,F,100,28857,11,28868
Noelle,F,100,28791,50,28841
Justice,M,52,13778,15054,28832
Shayla,F,100,28766,17,28783
Madeleine,F,100,28715,15,28730
Beau,M,98,438,28251,28689
Daphne,F,100,28594,7,28601
Debora,F,100,28554,28,28582
Gladys,F,100,28489,79,28568
Jakob,M,100,0,28564,28564
Hillary,F,98,27929,596,28525
Cayden,M,95,1532,26989,28521
Jeannie,F,100,28378,49,28427
Margarita,F,100,28213,120,28333
Wendell,M,99,321,27982,28303
Fatima,F,100,28222,46,28268
Allie,F,98,27547,638,28185
Dina,F,100,28103,76,28179
Ezra,M,95,1402,26774,28176
Eliza,F,100,28083,32,28115
Savanna,F,100,28018,15,28033
Darnell,M,94,1802,26230,28032
Laila,F,100,27993,23,28016
Joni,F,98,27441,501,27942
Ezekiel,M,100,7,27925,27932
Shanna,F,100,27842,88,27930
Jude,M,95,1530,26388,27918
Jodie,F,93,25940,1867,27807
Marlon,M,99,309,27490,27799
Rory,M,82,4946,22819,27765
Jeannette,F,100,27715,11,27726
Lila,F,100,27609,0,27609
Shauna,F,100,27528,55,27583
Dena,F,100,27452,56,27508
Mona,F,100,27483,10,27493
Carissa,F,100,27460,12,27472
Alfonso,M,100,80,27342,27422
Janis,F,100,27297,95,27392
Katharine,F,100,27293,11,27304
Mateo,M,100,14,27275,27289
Lucille,F,100,27254,22,27276
Brenna,F,100,27274,0,27274
Kayleigh,F,100,27146,7,27153
Irma,F,100,27047,93,27140
Leanne,F,100,27138,0,27138
Tania,F,100,27062,60,27122
Kyler,M,94,1522,25539,27061
Sammy,M,97,808,26174,26982
Cierra,F,100,26939,36,26975
Aubree,F,100,26904,31,26935
Rodolfo,M,100,83,26833,26916
Branden,M,99,330,26554,26884
Lukas,M,100,19,26844,26863
Kaiden,M,95,1219,25638,26857
Dexter,M,100,115,26727,26842
Angelique,F,100,26789,6,26795
Heath,M,99,181,26609,26790
Alyson,F,100,26690,10,26700
Randal,M,100,127,26535,26662
Bradford,M,100,39,26582,26621
Dora,F,100,26522,94,26616
Deandre,M,98,452,26155,26607
Alonzo,M,99,139,26455,26594
Hugh,M,100,34,26519,26553
Esteban,M,100,31,26462,26493
Clark,M,100,102,26361,26463
Lea,F,99,26230,206,26436
Macy,F,99,26070,325,26395
Margie,F,100,26340,37,26377
Vera,F,100,26318,24,26342
Nick,M,100,55,26260,26315
Kris,M,51,12934,13359,26293
Haylee,F,100,26198,20,26218
Lola,F,100,26200,0,26200
Jolene,F,100,26163,12,26175
Jaxson,M,100,49,26109,26158
Leila,F,100,26137,0,26137
Rylan,M,87,3419,22707,26126
Salvatore,M,100,26,26066,26092
Camryn,F,87,22776,3313,26089
Candy,F,100,25970,90,26060
Bennett,M,97,767,25175,25942
Lillie,F,100,25870,50,25920
Eliana,F,100,25881,22,25903
Guillermo,M,100,74,25822,25896
Francesca,F,100,25846,33,25879
Cherie,F,100,25819,26,25845
Axel,M,100,88,25734,25822
Reid,M,98,593,25224,25817
Emerson,F,51,13225,12557,25782
Zion,M,81,4865,20857,25722
Silas,M,100,34,25605,25639
Julianne,F,100,25635,0,25635
Delilah,F,100,25626,0,25626
Staci,F,100,25419,60,25479
Blaine,M,96,980,24470,25450
Ken,M,100,25,25325,25350
Quinton,M,100,42,25308,25350
Kendrick,M,99,322,25013,25335
Keira,F,100,25306,7,25313
Kenya,F,92,23169,2089,25258
Lara,F,100,25225,29,25254
Brooklynn,F,100,25190,20,25210
Susie,F,100,25160,36,25196
Daniella,F,100,25122,6,25128
Jarrod,M,100,65,24876,24941
Francine,F,100,24916,11,24927
Jenifer,F,100,24897,22,24919
Antoine,M,99,359,24541,24900
Claude,M,99,232,24661,24893
Karin,F,99,24751,135,24886
Lucinda,F,100,24868,11,24879
Taryn,F,97,24230,637,24867
Timmy,M,99,168,24600,24768
Celia,F,100,24747,15,24762
Tiana,F,100,24669,9,24678
Lamar,M,97,743,23912,24655
Carey,M,51,11972,12671,24643
Makenna,F,100,24624,8,24632
Benny,M,99,214,24402,24616
Cathleen,F,100,24513,10,24523
Felipe,M,99,128,24382,24510
Zachariah,M,100,37,24418,24455
Johnathon,M,100,52,24345,24397
Marcella,F,100,24316,66,24382
Forrest,M,99,361,23993,24354
Brenden,M,100,42,24282,24324
Kristian,M,73,6560,17718,24278
Rocky,M,99,198,24020,24218
Hugo,M,100,30,24120,24150
Alina,F,100,24133,0,24133
Leland,M,99,202,23886,24088
Cade,M,100,91,23941,24032
Amari,M,52,11469,12562,24031
Hilary,F,97,23261,759,24020
Cary,M,81,4545,19373,23918
Quincy,M,88,2754,21119,23873
Moises,M,100,52,23775,23827
Bertha,F,100,23731,67,23798
Aria,F,98,23295,473,23768
Bernice,F,98,23312,418,23730
Blair,F,52,12372,11312,23684
Stephan,M,99,229,23402,23631
Amaya,F,100,23544,12,23556
Chasity,F,100,23521,23,23544
Valentina,F,100,23515,7,23522
Kailey,F,100,23499,10,23509
Athena,F,100,23504,0,23504
Blanca,F,99,23308,126,23434
Sheldon,M,98,464,22969,23433
Grady,M,99,163,23140,23303
Luz,F,97,22657,592,23249
Maribel,F,99,23025,185,23210
Rosemarie,F,100,23196,5,23201
Lizbeth,F,100,23119,31,23150
Reed,M,97,617,22457,23074
Gilberto,M,100,52,23011,23063
Amir,M,98,353,22696,23049
Emmett,M,100,38,23011,23049
Kiana,F,100,23012,19,23031
Leilani,F,100,22959,19,22978
Tiara,F,100,22821,61,22882
Cecelia,F,100,22869,0,22869
Darcy,F,90,20554,2276,22830
Sage,F,63,14457,8349,22806
Ericka,F,100,22756,46,22802
Bridgette,F,100,22780,16,22796
Antonia,F,89,20384,2398,22782
Tamika,F,100,22689,90,22779
Bobbi,F,100,22701,64,22765
Marquis,M,98,474,22276,22750
Simone,F,98,22347,403,22750
Leann,F,100,22736,7,22743
Wallace,M,99,129,22613,22742
Janette,F,100,22600,42,22642
Adan,M,100,84,22542,22626
Joaquin,M,100,53,22567,22620
Moses,M,100,25,22526,22551
Tristen,M,82,4051,18496,22547
Therese,F,100,22464,0,22464
Elisha,F,59,13178,9285,22463
Wilson,M,99,120,22340,22460
Lyle,M,99,229,22208,22437
Talia,F,100,22380,5,22385
Mickey,M,86,3060,19301,22361
Ida,F,100,22302,46,22348
Brielle,F,100,22283,0,22283
Imani,F,96,21305,974,22279
Thelma,F,100,22162,65,22227
Heaven,F,99,21964,256,22220
Jami,F,96,21294,900,22194
Alivia,F,100,22156,10,22166
Myron,M,99,211,21900,22111
Sheena,F,100,22039,67,22106
Alayna,F,100,22034,0,22034
Dorian,M,81,4138,17889,22027
Bonita,F,100,21978,12,21990
Maddox,M,97,767,21187,21954
Deana,F,100,21901,14,21915
Maritza,F,100,21835,79,21914
Julissa,F,100,21877,11,21888
Ingrid,F,100,21853,17,21870
Rolando,M,100,78,21772,21850
Rosie,F,100,21756,60,21816
Dewayne,M,100,106,21695,21801
Keisha,F,100,21745,44,21789
Latonya,F,100,21720,67,21787
Kody,M,97,691,21092,21783
Larissa,F,100,21780,0,21780
Davis,M,98,518,21199,21717
Rogelio,M,100,66,21641,21707
Sterling,M,91,1908,19769,21677
Marley,F,87,18700,2910,21610
Jameson,M,97,703,20871,21574
Paola,F,99,21374,148,21522
Angelia,F,100,21484,22,21506
Jasper,M,97,607,20896,21503
Tonia,F,100,21392,53,21445
Otis,M,99,191,21238,21429
Declan,M,100,86,21295,21381
Juliet,F,100,21364,0,21364
Maxine,F,100,21340,13,21353
Ira,M,92,1762,19586,21348
Arielle,F,100,21307,40,21347
Morris,M,99,145,21187,21332
Lorie,F,100,21229,71,21300
Tomas,M,100,16,21280,21296
Jarrett,M,100,78,21203,21281
Lamont,M,99,165,21074,21239
Fiona,F,100,21211,5,21216
Florence,F,100,21135,50,21185
Landen,M,99,162,20889,21051
Phoebe,F,100,21039,5,21044
Audra,F,100,20966,52,21018
Emilee,F,100,20910,8,20918
Rodrigo,M,100,5,20820,20825
Ramiro,M,100,28,20763,20791
Rowan,M,60,8293,12465,20758
Christi,F,100,20601,22,20623
Rosalie,F,100,20580,5,20585
Izabella,F,100,20566,0,20566
Olga,F,100,20502,64,20566
Ashlynn,F,100,20537,12,20549
Kali,F,97,19992,541,20533
Pat,M,59,8457,12036,20493
Jayne,F,100,20431,32,20463
Lacy,F,89,18099,2315,20414
Aileen,F,100,20370,5,20375
Aniyah,F,100,20313,5,20318
Darian,M,70,6064,14231,20295
Tatum,F,84,17047,3169,20216
Faye,F,100,20093,71,20164
Kamryn,F,86,17308,2802,20110
Marcy,F,99,19880,138,20018
Brianne,F,100,19948,32,19980
Jeanine,F,100,19967,11,19978
Sienna,F,100,19929,10,19939
Cortney,F,85,16850,3051,19901
India,F,100,19838,27,19865
Cornelius,M,99,264,19596,19860
Conor,M,100,69,19745,19814
Mollie,F,100,19770,6,19776
Stevie,M,58,8259,11513,19772
Gwen,F,99,19654,109,19763
Leanna,F,100,19753,5,19758
Doug,M,100,5,19737,19742
Jeri,F,99,19478,257,19735
Virgil,M,99,251,19476,19727
Emery,F,60,11743,7971,19714
Elmer,M,99,139,19541,19680
Matt,M,100,5,19551,19556
Bennie,M,92,1618,17925,19543
Brynn,F,98,19163,319,19482
Wilma,F,100,19423,55,19478
Aisha,F,100,19434,27,19461
Alanna,F,100,19436,7,19443
Solomon,M,100,11,19407,19418
Alton,M,100,85,19301,19386
Tommie,M,73,5133,14236,19369
Harmony,F,100,19324,19,19343
Hadley,F,94,18143,1176,19319
Stewart,M,100,69,19229,19298
Delia,F,100,19263,24,19287
Tabatha,F,100,19263,0,19263
Amie,F,100,19204,19,19223
Lexi,F,100,19213,0,19213
Helena,F,100,19212,0,19212
August,M,84,3017,16145,19162
Freddy,M,100,66,19051,19117
Nia,F,100,19081,10,19091
Nikolas,M,100,15,19026,19041
Brendon,M,100,22,18997,19019
Tanisha,F,100,18995,21,19016
Hallie,F,99,18821,184,19005
Elaina,F,100,18962,0,18962
Clare,F,98,18568,376,18944
Karissa,F,100,18909,0,18909
Ada,F,100,18868,34,18902
Ethel,F,100,18814,86,18900
Mauricio,M,100,6,18850,18856
Kiley,F,94,17755,1092,18847
Earnest,M,99,251,18592,18843
Malia,F,100,18799,0,18799
Geneva,F,100,18761,11,18772
Noe,M,99,265,18497,18762
Lyla,F,100,18757,0,18757
Yasmin,F,100,18666,80,18746
Emilia,F,100,18679,0,18679
Elsa,F,100,18654,16,18670
Kaylie,F,100,18657,0,18657
Susana,F,100,18565,52,18617
Cruz,M,90,1924,16673,18597
Teddy,M,97,601,17975,18576
Xander,M,100,12,18556,18568
Kiera,F,100,18527,19,18546
Keaton,M,94,1051,17491,18542
Pete,M,100,62,18453,18515
Skye,F,88,16266,2233,18499
Alexus,F,99,18232,237,18469
Presley,F,84,15576,2882,18458
Melisa,F,100,18435,10,18445
Viviana,F,100,18403,22,18425
Ellis,M,87,2328,16092,18420
Jayce,M,94,1191,17161,18352
Latisha,F,100,18311,38,18349
Brooks,M,94,1049,17299,18348
Jonas,M,100,28,18289,18317
Mattie,F,100,18256,46,18302
Teagan,F,78,14248,4020,18268
Paisley,F,100,18183,24,18207
Mara,F,100,18185,16,18201
Terrie,F,98,17892,309,18201
Katlyn,F,100,18188,5,18193
Derick,M,100,39,18127,18166
Elsie,F,100,18116,16,18132
Kelsie,F,99,17958,130,18088
Eve,F,100,18040,0,18040
Edmund,M,100,5,18030,18035
Sherman,M,99,138,17885,18023
Darrel,M,100,83,17921,18004
Regan,F,82,14695,3290,17985
Noemi,F,100,17892,69,17961
Lauryn,F,100,17928,12,17940
Isiah,M,100,11,17920,17931
Cadence,F,94,16720,1152,17872
Bryanna,F,100,17852,0,17852
Nathanael,M,100,12,17840,17852
Stefan,M,100,42,17805,17847
Ryleigh,F,98,17553,285,17838
Will,M,100,32,17776,17808
Precious,F,100,17709,82,17791
Susanne,F,100,17790,0,17790
Issac,M,100,17,17764,17781
Devan,M,72,5015,12752,17767
Perla,F,100,17735,30,17765
Greyson,M,98,435,17313,17748
Reece,M,82,3227,14512,17739
Colette,F,100,17722,0,17722
Trudy,F,100,17722,0,17722
Dion,M,94,1116,16573,17689
Maximus,M,100,7,17659,17666
Luther,M,100,57,17607,17664
Van,M,93,1228,16396,17624
Maura,F,100,17614,5,17619
Emilie,F,100,17609,7,17616
Lionel,M,100,34,17521,17555
Silvia,F,100,17479,51,17530
Luca,M,96,754,16760,17514
Baylee,F,97,16894,611,17505
Conrad,M,100,0,17498,17498
Scotty,M,99,179,17306,17485
Willow,F,99,17277,161,17438
Shea,F,59,10204,7218,17422
Rusty,M,97,517,16878,17395
Katy,F,100,17356,5,17361
Vance,M,100,22,17305,17327
Kurtis,M,100,25,17280,17305
Araceli,F,99,17155,138,17293
Madalyn,F,100,17280,0,17280
Kimberlee,F,100,17274,0,17274
Chandra,F,100,17179,66,17245
Hollie,F,98,16906,328,17234
Rena,F,100,17131,75,17206
Holden,M,99,124,17076,17200
Jayme,F,79,13542,3652,17194
Anderson,M,97,579,16563,17142
Gale,F,78,13399,3739,17138
Kaylin,F,97,16583,509,17092
Mila,F,100,17069,13,17082
Monte,M,98,384,16657,17041
Zackery,M,100,5,17036,17041
