name,gender,ratio,females,males,total
Deztinee,F,100,75,0,75
Diaz,M,100,0,75,75
Dioselina,F,100,75,0,75
Draylen,M,100,0,75,75
Dyanara,F,100,75,0,75
Dyneshia,F,100,75,0,75
Eivin,M,100,0,75,75
Elohim,M,100,0,75,75
Eulas,M,100,0,75,75
Fatime,F,100,75,0,75
Fayrene,F,100,75,0,75
Federick,M,100,0,75,75
Forrester,M,100,0,75,75
Garris,M,100,0,75,75
Giang,M,84,12,63,75
Ginnifer,F,100,75,0,75
Govani,M,100,0,75,75
Haelie,F,100,75,0,75
Hargun,F,75,56,19,75
Hartlyn,F,100,75,0,75
Heathe,F,68,51,24,75
Hiroko,F,100,75,0,75
Hitesh,M,100,0,75,75
Hodari,M,100,0,75,75
Honest,F,61,46,29,75
Iasiah,M,91,7,68,75
Iyauna,F,100,75,0,75
Jacody,M,100,0,75,75
Janete,F,100,75,0,75
Jantz,M,100,0,75,75
Jaydynn,F,71,53,22,75
Jearldine,F,100,75,0,75
Jenisse,F,100,75,0,75
Jomayra,F,100,75,0,75
Jonhatan,M,100,0,75,75
Jora,F,100,75,0,75
Joyclyn,F,100,75,0,75
Juley,F,100,75,0,75
Justinn,M,100,0,75,75
Jyrah,F,100,75,0,75
Kariss,F,100,75,0,75
Katlen,F,100,75,0,75
Katori,F,100,75,0,75
Kauri,F,87,65,10,75
Kayland,F,76,57,18,75
Keatin,M,100,0,75,75
Kenshawn,M,100,0,75,75
Kiano,M,100,0,75,75
Kimori,F,100,75,0,75
Krysia,F,100,75,0,75
Kseniya,F,100,75,0,75
Kylle,M,93,5,70,75
Labrisha,F,100,75,0,75
Ladene,F,100,75,0,75
Lailynn,F,100,75,0,75
Lanisa,F,100,75,0,75
Lashawnna,F,100,75,0,75
Leialoha,F,100,75,0,75
Lenoria,F,100,75,0,75
Licet,F,100,75,0,75
Lindyn,F,100,75,0,75
Luverne,F,51,38,37,75
Lysle,M,100,0,75,75
Maday,F,100,75,0,75
Magie,F,100,75,0,75
Makayela,F,100,75,0,75
Makyi,M,100,0,75,75
Malayja,F,100,75,0,75
Mareesa,F,100,75,0,75
Marquesa,F,100,75,0,75
Marquinn,M,100,0,75,75
Massa,F,100,75,0,75
Maureena,F,100,75,0,75
Maximum,M,100,0,75,75
Mckaylin,F,100,75,0,75
Mersedes,F,100,75,0,75
Mihcael,M,100,0,75,75
Mikaelyn,F,100,75,0,75
Mirely,F,100,75,0,75
Momodou,M,100,0,75,75
Montique,F,55,41,34,75
Nadalyn,F,100,75,0,75
Naela,F,100,75,0,75
Nakema,F,100,75,0,75
Nashanti,F,100,75,0,75
Nasire,M,100,0,75,75
Navpreet,F,100,75,0,75
Neamiah,M,100,0,75,75
Nicha,F,100,75,0,75
Nyelli,F,100,75,0,75
Paton,M,100,0,75,75
Pegah,F,100,75,0,75
Prathik,M,100,0,75,75
Raydin,M,100,0,75,75
Reia,F,100,75,0,75
Rocklyn,F,68,51,24,75
Rodneshia,F,100,75,0,75
Ruweyda,F,100,75,0,75
Ryelan,M,93,5,70,75
Ryoma,M,100,0,75,75
Ryot,M,100,0,75,75
Sajad,M,100,0,75,75
Salihah,F,100,75,0,75
Shanicqua,F,100,75,0,75
Sharrieff,M,100,0,75,75
Shatiqua,F,100,75,0,75
Sherby,F,100,75,0,75
Shiheem,M,100,0,75,75
Shreena,F,100,75,0,75
Shunsuke,M,100,0,75,75
Somaly,F,100,75,0,75
Starleen,F,100,75,0,75
Sukanya,F,100,75,0,75
Summerlynn,F,100,75,0,75
Tajha,F,100,75,0,75
Takirah,F,100,75,0,75
Tannie,F,92,69,6,75
Tayo,M,100,0,75,75
Teeghan,F,100,75,0,75
Tiea,F,100,75,0,75
Tiena,F,100,75,0,75
Tomeeka,F,100,75,0,75
Torence,M,93,5,70,75
Tranika,F,100,75,0,75
Treysean,M,100,0,75,75
Trice,M,100,0,75,75
Tyreonna,F,100,75,0,75
Vaniyah,F,100,75,0,75
Volney,M,100,0,75,75
Wayden,M,100,0,75,75
Wilkes,M,100,0,75,75
Yao,M,100,0,75,75
Yarethzi,F,100,75,0,75
Yarisbel,F,100,75,0,75
Yasmene,F,100,75,0,75
Yaxiel,M,100,0,75,75
Younique,F,100,75,0,75
Yumalay,F,100,75,0,75
Zakkiyya,F,100,75,0,75
Aariyana,F,100,74,0,74
Aaronmichael,M,100,0,74,74
Adriahna,F,100,74,0,74
Aibhlinn,F,100,74,0,74
Alixis,F,100,74,0,74
Almin,M,100,0,74,74
Amberia,F,100,74,0,74
Ammara,F,100,74,0,74
Anadia,F,100,74,0,74
Andren,M,100,0,74,74
Anelisse,F,100,74,0,74
Ariez,M,93,5,69,74
Arli,F,100,74,0,74
Armonee,F,92,68,6,74
Artemisa,F,100,74,0,74
Aryahna,F,100,74,0,74
Asyia,F,100,74,0,74
Aubrina,F,100,74,0,74
Auset,F,100,74,0,74
Avryl,F,100,74,0,74
Aymara,F,100,74,0,74
Azaya,F,100,74,0,74
Azazel,M,100,0,74,74
Azjah,F,100,74,0,74
Balen,M,100,0,74,74
Bellagrace,F,100,74,0,74
Bladyn,M,100,0,74,74
Braxdon,M,100,0,74,74
Brees,M,77,17,57,74
Breionna,F,100,74,0,74
Brookelin,F,100,74,0,74
Brynnly,F,100,74,0,74
Carlester,M,100,0,74,74
Cathalina,F,100,74,0,74
Cathline,F,100,74,0,74
Catrinia,F,100,74,0,74
Chanique,F,100,74,0,74
Chasya,F,100,74,0,74
Chrstopher,M,100,0,74,74
Cicley,F,100,74,0,74
Crystallee,F,100,74,0,74
Dafna,F,100,74,0,74
Daschel,M,100,0,74,74
Datra,F,100,74,0,74
Davinci,M,100,0,74,74
Deaisa,F,100,74,0,74
Decari,M,100,0,74,74
Deneene,F,100,74,0,74
Derak,M,100,0,74,74
Deriana,F,100,74,0,74
Deronte,M,100,0,74,74
Dontreal,M,100,0,74,74
Drury,M,100,0,74,74
Duvan,M,100,0,74,74
Eeva,F,100,74,0,74
Elaura,F,100,74,0,74
Elih,M,100,0,74,74
Ellese,F,100,74,0,74
Elyshia,F,100,74,0,74
Emalina,F,100,74,0,74
Esaiah,M,100,0,74,74
Fahmida,F,100,74,0,74
Farran,F,100,74,0,74
Fateh,M,100,0,74,74
Flower,F,100,74,0,74
Francessca,F,100,74,0,74
Gardy,M,100,0,74,74
Gawain,M,100,0,74,74
Gedeon,M,100,0,74,74
Geraldy,F,100,74,0,74
Gilberta,F,100,74,0,74
Graiden,M,100,0,74,74
Harumi,F,100,74,0,74
Hassel,M,100,0,74,74
Haunani,F,100,74,0,74
Hyland,M,86,10,64,74
Ilanna,F,100,74,0,74
Imberly,F,100,74,0,74
Issacc,M,100,0,74,74
Itzelle,F,100,74,0,74
Jahmiya,F,100,74,0,74
Jahrel,M,100,0,74,74
Jalayne,F,100,74,0,74
Jameica,F,100,74,0,74
Janal,F,93,69,5,74
Jartavious,M,100,0,74,74
Javyon,M,100,0,74,74
Jayveion,M,100,0,74,74
Jazyiah,F,100,74,0,74
Jelisha,F,100,74,0,74
Jendaya,F,100,74,0,74
Jerl,M,100,0,74,74
Jerrelle,M,100,0,74,74
Jeslie,F,100,74,0,74
Jette,F,92,68,6,74
Joakim,M,100,0,74,74
Jonaya,F,100,74,0,74
Jontavia,F,100,74,0,74
Joron,M,100,0,74,74
Joson,M,100,0,74,74
Jovane,M,100,0,74,74
Kaari,F,100,74,0,74
Kalup,M,100,0,74,74
Kamarrion,M,100,0,74,74
Kambra,F,100,74,0,74
Karo,M,100,0,74,74
Kaylum,M,100,0,74,74
Kayren,F,100,74,0,74
Keionte,M,100,0,74,74
Kelissa,F,100,74,0,74
Kemond,M,100,0,74,74
Keslyn,F,100,74,0,74
Ketara,F,100,74,0,74
Ketrick,M,100,0,74,74
Keylah,F,100,74,0,74
Khalise,F,100,74,0,74
Kiev,M,100,0,74,74
Kiriana,F,100,74,0,74
Kischa,F,100,74,0,74
Kmarion,M,100,0,74,74
Kryslyn,F,100,74,0,74
Krystalle,F,100,74,0,74
Lalaine,F,100,74,0,74
Lamondre,M,100,0,74,74
Laporchia,F,100,74,0,74
Lashena,F,100,74,0,74
Latorie,F,100,74,0,74
Lautaro,M,100,0,74,74
Libertie,F,100,74,0,74
Liliahna,F,100,74,0,74
Lyrical,F,100,74,0,74
Macaiah,F,86,64,10,74
Magin,F,93,69,5,74
Mahalie,F,100,74,0,74
Mairely,F,100,74,0,74
Malessa,F,100,74,0,74
Marjon,F,80,59,15,74
Markavious,M,100,0,74,74
Matylda,F,100,74,0,74
Maurianna,F,100,74,0,74
Mccrae,M,100,0,74,74
Mckenze,F,100,74,0,74
Meline,F,100,74,0,74
Micca,F,100,74,0,74
Nagee,M,100,0,74,74
Naiah,F,100,74,0,74
Naydeline,F,100,74,0,74
Nechemia,M,100,0,74,74
Nevea,F,100,74,0,74
Neylan,F,58,43,31,74
Nichoals,M,100,0,74,74
Nyari,F,100,74,0,74
Orey,M,100,0,74,74
Paulena,F,100,74,0,74
Prabhav,M,100,0,74,74
Preslei,F,100,74,0,74
Rache,F,100,74,0,74
Raeqwon,M,100,0,74,74
Ramesha,F,100,74,0,74
Randalyn,F,100,74,0,74
Rashawd,M,100,0,74,74
Rayman,M,100,0,74,74
Reiana,F,100,74,0,74
Renai,F,100,74,0,74
Reneshia,F,100,74,0,74
Reshunda,F,100,74,0,74
Reve,F,74,55,19,74
Reyah,F,100,74,0,74
Reynol,M,100,0,74,74
Rily,F,78,58,16,74
Ronneisha,F,100,74,0,74
Rosha,F,100,74,0,74
Rowin,M,91,7,67,74
Ryshawn,M,100,0,74,74
Sahily,F,100,74,0,74
Samyukta,F,100,74,0,74
Sandralee,F,100,74,0,74
Saraia,F,100,74,0,74
Saretta,F,100,74,0,74
Shacarra,F,100,74,0,74
Shahil,M,100,0,74,74
Shaunessy,F,93,69,5,74
Sheehan,M,93,5,69,74
Shemicka,F,100,74,0,74
Sheretha,F,100,74,0,74
Shjon,M,100,0,74,74
Shriley,F,100,74,0,74
Sidonia,F,100,74,0,74
Solyana,F,100,74,0,74
Starkeisha,F,100,74,0,74
Sylvain,M,100,0,74,74
Taaj,M,93,5,69,74
Taelon,M,100,0,74,74
Tajay,M,86,10,64,74
Tallin,M,100,0,74,74
Tangia,F,100,74,0,74
Tareka,F,100,74,0,74
Tateanna,F,100,74,0,74
Tauheed,M,100,0,74,74
Taymar,M,57,32,42,74
Tayshun,M,100,0,74,74
Telsa,F,100,74,0,74
Tenessa,F,100,74,0,74
Tienna,F,100,74,0,74
Timarie,F,100,74,0,74
Toia,F,100,74,0,74
Treson,M,100,0,74,74
Trygg,M,100,0,74,74
Tyshauna,F,100,74,0,74
Valton,M,100,0,74,74
Vamsi,M,100,0,74,74
Verdia,F,100,74,0,74
Vernestine,F,100,74,0,74
Wanette,F,100,74,0,74
Wanisha,F,100,74,0,74
Welby,M,100,0,74,74
Willadean,F,100,74,0,74
Xsavier,M,100,0,74,74
Yarethzy,F,100,74,0,74
Zaia,F,100,74,0,74
Zhania,F,100,74,0,74
Ziza,F,100,74,0,74
Zynasia,F,100,74,0,74
Aaira,F,100,73,0,73
Abbegayle,F,100,73,0,73
Abia,F,100,73,0,73
Adisynn,F,100,73,0,73
Aemilia,F,100,73,0,73
Aerie,F,100,73,0,73
Akima,F,100,73,0,73
Aleksis,F,93,68,5,73
Alyha,F,100,73,0,73
Alysabeth,F,100,73,0,73
Amarise,F,100,73,0,73
Ambriana,F,100,73,0,73
Amorita,F,100,73,0,73
Anieya,F,100,73,0,73
Anjeli,F,100,73,0,73
Anush,M,100,0,73,73
Appolonia,F,100,73,0,73
Artia,F,100,73,0,73
Ashlon,F,93,68,5,73
Asjia,F,100,73,0,73
Attikus,M,100,0,73,73
Azlin,F,100,73,0,73
Azriella,F,100,73,0,73
Batul,F,100,73,0,73
Bayyinah,F,100,73,0,73
Beni,M,71,21,52,73
Bertis,M,100,0,73,73
Bowe,M,100,0,73,73
Brendaly,F,100,73,0,73
Brennden,M,100,0,73,73
Bryam,M,100,0,73,73
Calel,M,100,0,73,73
Cassidey,F,100,73,0,73
Catalena,F,100,73,0,73
Catricia,F,100,73,0,73
Celese,F,100,73,0,73
Cerrone,M,100,0,73,73
Chalese,F,100,73,0,73
Chaos,M,100,0,73,73
Chayah,F,100,73,0,73
Chemika,F,100,73,0,73
Chetara,F,100,73,0,73
Chinonso,M,100,0,73,73
Chrishauna,F,100,73,0,73
Cleofas,M,100,0,73,73
Cressida,F,100,73,0,73
Crixus,M,100,0,73,73
Davinia,F,100,73,0,73
Debbera,F,100,73,0,73
Deira,F,100,73,0,73
Denijah,F,100,73,0,73
Derrie,M,70,22,51,73
Desarai,F,100,73,0,73
Deshanae,F,100,73,0,73
Destinae,F,100,73,0,73
Dianelly,F,100,73,0,73
Diyana,F,100,73,0,73
Donnavin,M,100,0,73,73
Dymin,F,100,73,0,73
Edrei,M,100,0,73,73
Emilygrace,F,100,73,0,73
Emmalena,F,100,73,0,73
Emmory,F,100,73,0,73
Emnet,F,100,73,0,73
Esbeydi,F,100,73,0,73
Fe,F,100,73,0,73
Franshesca,F,100,73,0,73
Gotti,M,100,0,73,73
Hakiem,M,100,0,73,73
Haston,M,100,0,73,73
Hawke,M,100,0,73,73
Hevin,F,100,73,0,73
Iliyana,F,100,73,0,73
Illyria,F,100,73,0,73
Jaivian,M,100,0,73,73
Janaisa,F,100,73,0,73
Janzen,M,100,0,73,73
Jarquavious,M,100,0,73,73
Jaymason,M,100,0,73,73
Jelan,M,100,0,73,73
Jemeka,F,100,73,0,73
Jimin,F,58,42,31,73
Jissell,F,100,73,0,73
Jp,M,100,0,73,73
Juanjesus,M,100,0,73,73
Julias,M,100,0,73,73
Kaamil,M,100,0,73,73
Kalanie,F,100,73,0,73
Kambrey,F,100,73,0,73
Katiejo,F,100,73,0,73
Kattleya,F,100,73,0,73
Keimari,M,67,24,49,73
Kelseigh,F,100,73,0,73
Kemesha,F,100,73,0,73
Khamarion,M,100,0,73,73
Khamryn,F,52,38,35,73
Khye,M,100,0,73,73
Kierria,F,100,73,0,73
Kinaya,F,100,73,0,73
Kiryn,F,77,56,17,73
Klayten,M,100,0,73,73
Korayma,F,100,73,0,73
Koven,M,100,0,73,73
Kriya,F,100,73,0,73
Kumiko,F,100,73,0,73
Kylil,M,100,0,73,73
Kyshon,M,100,0,73,73
Lannis,M,92,6,67,73
Layson,M,100,0,73,73
Lazlo,M,100,0,73,73
Leiam,M,100,0,73,73
Lillyauna,F,100,73,0,73
Liridona,F,100,73,0,73
Lorieann,F,100,73,0,73
Lucresha,F,100,73,0,73
Macarius,M,100,0,73,73
Magaline,F,100,73,0,73
Marchel,F,100,73,0,73
Mariacristina,F,100,73,0,73
Matthewjames,M,100,0,73,73
Mialani,F,100,73,0,73
Miche,F,100,73,0,73
Mikinzie,F,100,73,0,73
Mosi,M,85,11,62,73
Myrtha,F,100,73,0,73
Nakaila,F,100,73,0,73
Nakeita,F,100,73,0,73
Nasteho,F,100,73,0,73
Nguyet,F,100,73,0,73
Nykiah,F,100,73,0,73
Odessia,F,100,73,0,73
Odus,M,100,0,73,73
Pacer,M,100,0,73,73
Padme,F,100,73,0,73
Parthiv,M,100,0,73,73
Perian,F,100,73,0,73
Prajna,F,100,73,0,73
Prerna,F,100,73,0,73
Raquon,M,100,0,73,73
Reakwon,M,100,0,73,73
Rebekha,F,100,73,0,73
Renesmae,F,100,73,0,73
Reyanne,F,100,73,0,73
Riel,M,75,18,55,73
Rosealee,F,100,73,0,73
Roselyne,F,100,73,0,73
Royetta,F,100,73,0,73
Rudene,F,100,73,0,73
Rumeal,M,100,0,73,73
Sabirin,F,100,73,0,73
Sahvannah,F,100,73,0,73
Salik,M,100,0,73,73
Saunders,M,100,0,73,73
Seniah,F,100,73,0,73
Shanele,F,100,73,0,73
Sheranda,F,100,73,0,73
Sissi,F,100,73,0,73
Skya,F,100,73,0,73
Sparkles,F,100,73,0,73
Staton,M,100,0,73,73
Suman,F,86,63,10,73
Sumi,F,100,73,0,73
Symphanie,F,100,73,0,73
Talajah,F,100,73,0,73
Taler,F,93,68,5,73
Teneil,F,100,73,0,73
Tersea,F,100,73,0,73
Tewana,F,100,73,0,73
Thailyn,F,86,63,10,73
Tmya,F,100,73,0,73
Tremane,M,100,0,73,73
Tupac,M,100,0,73,73
Tyreck,M,100,0,73,73
Valbona,F,100,73,0,73
Viera,F,100,73,0,73
Vitali,M,100,0,73,73
Vonceil,F,100,73,0,73
Yaman,M,100,0,73,73
Yeraldy,F,100,73,0,73
Yoniel,M,100,0,73,73
Yuvaan,M,100,0,73,73
Zamariya,F,100,73,0,73
Zhaniya,F,100,73,0,73
Zyeir,M,100,0,73,73
Aaban,M,100,0,72,72
Aahna,F,100,72,0,72
Aariya,F,100,72,0,72
Adajah,F,100,72,0,72
Adelfa,F,100,72,0,72
Ahijah,M,100,0,72,72
Ahlayah,F,100,72,0,72
Airrion,M,100,0,72,72
Ajahni,M,100,0,72,72
Alawna,F,100,72,0,72
Alishah,F,92,66,6,72
Aliviyah,F,100,72,0,72
Altheia,F,100,72,0,72
Alysiah,F,100,72,0,72
Ameisha,F,100,72,0,72
Amonda,F,100,72,0,72
Analeese,F,100,72,0,72
Anjannette,F,100,72,0,72
Annesha,F,100,72,0,72
Annsleigh,F,100,72,0,72
Antonela,F,100,72,0,72
Antonis,M,100,0,72,72
Aricela,F,100,72,0,72
Ariea,F,100,72,0,72
Artavis,M,100,0,72,72
Ashritha,F,100,72,0,72
Avabella,F,100,72,0,72
Baretta,M,72,20,52,72
Brittnae,F,100,72,0,72
Bufford,M,100,0,72,72
Burtis,M,100,0,72,72
Camay,F,100,72,0,72
Cassandria,F,100,72,0,72
Chaysen,M,100,0,72,72
Chelan,F,100,72,0,72
Codylee,M,100,0,72,72
Cyndra,F,100,72,0,72
Daneesha,F,100,72,0,72
Deanda,F,100,72,0,72
Deeandra,F,100,72,0,72
Dehaven,M,100,0,72,72
Delva,F,100,72,0,72
Denissa,F,100,72,0,72
Deo,M,100,0,72,72
Dequann,M,100,0,72,72
Destane,F,100,72,0,72
Detravion,M,100,0,72,72
Deval,M,100,0,72,72
Dianara,F,100,72,0,72
Dontrelle,M,100,0,72,72
Drystan,M,100,0,72,72
Duru,F,100,72,0,72
Dushaun,M,100,0,72,72
Dwayn,M,100,0,72,72
Edwena,F,100,72,0,72
Elaiza,F,100,72,0,72
Eloina,F,100,72,0,72
Elowen,F,100,72,0,72
Embrie,F,100,72,0,72
Esparanza,F,100,72,0,72
Evalette,F,100,72,0,72
Gali,F,100,72,0,72
Garima,F,100,72,0,72
Gemayel,M,100,0,72,72
Gentri,F,100,72,0,72
Gianlucca,M,100,0,72,72
Glenora,F,100,72,0,72
Grenda,F,100,72,0,72
Haevyn,F,100,72,0,72
Haruna,F,100,72,0,72
Hiran,M,100,0,72,72
Hyder,M,100,0,72,72
Idara,F,100,72,0,72
Ivoree,F,100,72,0,72
Jaikob,M,100,0,72,72
Jaqulyn,F,100,72,0,72
Jareb,M,100,0,72,72
Jaryan,M,100,0,72,72
Jashad,M,100,0,72,72
Jaslen,F,100,72,0,72
Jatasia,F,100,72,0,72
Javiana,F,100,72,0,72
Jaymian,M,100,0,72,72
Jeffren,M,100,0,72,72
Jhalen,M,100,0,72,72
Jhania,F,100,72,0,72
Jiaire,M,100,0,72,72
Joandy,M,100,0,72,72
Joeline,F,100,72,0,72
Joeziah,M,100,0,72,72
Johnnell,M,100,0,72,72
Josy,F,100,72,0,72
Jozey,F,100,72,0,72
Jozlin,F,100,72,0,72
Jozy,F,93,67,5,72
Jream,F,86,62,10,72
Judaea,F,100,72,0,72
Jya,F,100,72,0,72
Jyla,F,100,72,0,72
Kaelem,M,100,0,72,72
Kaelene,F,100,72,0,72
Kalecia,F,100,72,0,72
Karlis,M,100,0,72,72
Kasiya,F,100,72,0,72
Kasson,M,100,0,72,72
Kaylyne,F,100,72,0,72
Keayra,F,100,72,0,72
Kenlea,F,100,72,0,72
Kenston,M,100,0,72,72
Kentarius,M,100,0,72,72
Keyontay,M,100,0,72,72
Khalaya,F,100,72,0,72
Kinnedy,F,100,72,0,72
Kore,M,100,0,72,72
Korianna,F,100,72,0,72
Krishawna,F,100,72,0,72
Krrish,M,100,0,72,72
Kyi,M,61,28,44,72
Lakhia,F,100,72,0,72
Lamonda,F,100,72,0,72
Laydon,M,100,0,72,72
Lemoyne,M,100,0,72,72
Lianni,F,100,72,0,72
Lilliahna,F,100,72,0,72
Lillyian,F,100,72,0,72
Linlee,F,100,72,0,72
Loanne,F,100,72,0,72
Lundynn,F,100,72,0,72
Lysha,F,100,72,0,72
Maecie,F,100,72,0,72
Mahrukh,F,100,72,0,72
Makay,F,51,37,35,72
Malaney,F,100,72,0,72
Malesha,F,100,72,0,72
Manvi,F,100,72,0,72
Marites,F,100,72,0,72
Mats,M,100,0,72,72
Maxey,M,100,0,72,72
Mcgregor,M,100,0,72,72
Meleane,F,100,72,0,72
Merelin,F,100,72,0,72
Mickal,M,100,0,72,72
Mikhia,F,100,72,0,72
Milcah,F,100,72,0,72
Missey,F,100,72,0,72
Mistey,F,100,72,0,72
Morse,M,100,0,72,72
Munachimso,F,64,46,26,72
Myha,F,100,72,0,72
Mylen,M,100,0,72,72
Nailani,F,100,72,0,72
Naydeen,F,100,72,0,72
Nedda,F,100,72,0,72
Neveyah,F,100,72,0,72
Nic,M,100,0,72,72
Nimrat,F,100,72,0,72
Nivaan,M,100,0,72,72
Olyver,M,100,0,72,72
Ondine,F,100,72,0,72
Pacen,M,100,0,72,72
Pattricia,F,100,72,0,72
Phyllistine,F,100,72,0,72
Raeli,F,100,72,0,72
Rafan,M,100,0,72,72
Ramari,M,100,0,72,72
Rayder,M,100,0,72,72
Regie,M,100,0,72,72
Reichen,M,100,0,72,72
Remiel,M,100,0,72,72
Ricca,F,100,72,0,72
Robena,F,100,72,0,72
Saanya,F,100,72,0,72
Sadae,F,100,72,0,72
Sahian,F,100,72,0,72
Saliah,F,100,72,0,72
Sary,F,93,67,5,72
Satine,F,100,72,0,72
Scorpio,M,100,0,72,72
Shahira,F,100,72,0,72
Shaquoia,F,100,72,0,72
Sherylann,F,100,72,0,72
Shonica,F,100,72,0,72
Sosaia,M,100,0,72,72
Starlee,F,100,72,0,72
Syniyah,F,100,72,0,72
Tagg,M,100,0,72,72
Talene,F,100,72,0,72
Talyia,F,100,72,0,72
Taniaya,F,100,72,0,72
Taydon,M,100,0,72,72
Tequlia,F,100,72,0,72
Thoren,M,100,0,72,72
Tonnya,F,100,72,0,72
Trenese,F,100,72,0,72
Tyge,M,100,0,72,72
Verlan,M,100,0,72,72
Vietta,F,100,72,0,72
Waqas,M,100,0,72,72
Winferd,M,100,0,72,72
Xzaviar,M,100,0,72,72
Yailine,F,100,72,0,72
Yenni,F,100,72,0,72
Yvaine,F,100,72,0,72
Zakara,F,100,72,0,72
Zamoria,F,100,72,0,72
Zohal,F,100,72,0,72
Zuha,F,100,72,0,72
Zykee,M,100,0,72,72
Aaryav,M,100,0,71,71
Ahni,F,100,71,0,71
Ainhoa,F,100,71,0,71
Akaila,F,100,71,0,71
Akirra,F,100,71,0,71
Akon,M,86,10,61,71
Albana,F,100,71,0,71
Alessander,M,100,0,71,71
Aliani,F,100,71,0,71
Alizza,F,100,71,0,71
Ambri,F,100,71,0,71
Amoree,F,100,71,0,71
Anahid,F,100,71,0,71
Anandi,F,100,71,0,71
Andalyn,F,100,71,0,71
Andriel,M,56,31,40,71
Aneyah,F,100,71,0,71
Anhelica,F,100,71,0,71
Antonea,F,100,71,0,71
Apryll,F,100,71,0,71
Ardeth,F,100,71,0,71
Ashantia,F,100,71,0,71
Autrey,M,93,5,66,71
Ayslin,F,100,71,0,71
Bailen,M,100,0,71,71
Bailley,F,100,71,0,71
Barba,F,100,71,0,71
Boby,M,100,0,71,71
Braylinn,F,100,71,0,71
Bristyn,F,100,71,0,71
Brix,M,100,0,71,71
Caliber,M,100,0,71,71
Calinda,F,100,71,0,71
Canary,F,100,71,0,71
Cande,F,100,71,0,71
Cesareo,M,100,0,71,71
Chalyn,F,100,71,0,71
Chananya,M,100,0,71,71
Chantrice,F,100,71,0,71
Chinara,F,100,71,0,71
Chiquetta,F,100,71,0,71
Dacy,F,100,71,0,71
Damondre,M,100,0,71,71
Damyra,F,100,71,0,71
Danalee,F,100,71,0,71
Dardan,M,100,0,71,71
Daveda,F,100,71,0,71
Davius,M,100,0,71,71
Delijah,F,59,42,29,71
Dellanira,F,100,71,0,71
Demere,M,100,0,71,71
Demorio,M,100,0,71,71
Denesia,F,100,71,0,71
Dequandre,M,100,0,71,71
Destan,M,100,0,71,71
Dhamar,F,100,71,0,71
Diannah,F,100,71,0,71
Dimitriy,M,100,0,71,71
Dmiya,F,100,71,0,71
Donjuan,M,100,0,71,71
Earlena,F,100,71,0,71
Elexius,F,100,71,0,71
Elvert,M,100,0,71,71
Enrika,F,100,71,0,71
Fable,F,93,66,5,71
Faustine,F,100,71,0,71
Fawne,F,100,71,0,71
Gabriellia,F,100,71,0,71
Geordie,M,100,0,71,71
Gissella,F,100,71,0,71
Haset,F,100,71,0,71
Hazim,M,100,0,71,71
Hiyab,F,85,60,11,71
Hosam,M,100,0,71,71
Ibrahem,M,100,0,71,71
Iceis,F,100,71,0,71
Ingra,F,100,71,0,71
Innocence,F,100,71,0,71
Irys,F,100,71,0,71
Jacqualynn,F,100,71,0,71
Jader,M,100,0,71,71
Jakeel,M,100,0,71,71
Jakhiya,F,100,71,0,71
Jalaiyah,F,100,71,0,71
Janautica,F,100,71,0,71
Jaquasha,F,100,71,0,71
Jarl,M,100,0,71,71
Jelesa,F,100,71,0,71
Jesstin,M,100,0,71,71
Johm,M,100,0,71,71
Johneric,M,100,0,71,71
Jolana,F,100,71,0,71
Jordyan,F,92,65,6,71
Joslyne,F,100,71,0,71
Jsoeph,M,100,0,71,71
Kadarious,M,100,0,71,71
Kadynn,F,82,58,13,71
Kaeleen,F,100,71,0,71
Kaianna,F,100,71,0,71
Karion,M,93,5,66,71
Kaydenn,M,100,0,71,71
Kenneshia,F,100,71,0,71
Kersey,F,73,52,19,71
Khamila,F,100,71,0,71
Kihanna,F,100,71,0,71
Kindel,F,93,66,5,71
Kloi,F,100,71,0,71
Koya,F,100,71,0,71
Krishon,M,100,0,71,71
Kushi,F,100,71,0,71
Kyal,M,100,0,71,71
Ladonne,F,100,71,0,71
Lakeena,F,100,71,0,71
Latisia,F,100,71,0,71
Launi,F,100,71,0,71
Leray,M,100,0,71,71
Levante,M,100,0,71,71
Levent,M,100,0,71,71
Liandro,M,100,0,71,71
Limmie,M,100,0,71,71
Lucifer,M,100,0,71,71
Lui,M,100,0,71,71
Lycia,F,100,71,0,71
Lynore,F,100,71,0,71
Macguire,M,100,0,71,71
Mahitha,F,100,71,0,71
Marranda,F,100,71,0,71
Marshe,F,100,71,0,71
Miela,F,100,71,0,71
Mihran,M,100,0,71,71
Mirca,F,100,71,0,71
Miryah,F,100,71,0,71
Myleka,F,100,71,0,71
Nalee,F,100,71,0,71
Neyah,F,100,71,0,71
Niranjan,M,100,0,71,71
Odai,M,100,0,71,71
Okema,F,100,71,0,71
Oluwadara,F,93,66,5,71
Pietra,F,100,71,0,71
Quantay,M,100,0,71,71
Quintavia,F,100,71,0,71
Raciel,M,100,0,71,71
Renton,M,100,0,71,71
Renu,F,100,71,0,71
Rhealynn,F,100,71,0,71
Robey,M,100,0,71,71
Robinn,F,100,71,0,71
Rondia,F,100,71,0,71
Rontae,M,100,0,71,71
Sabel,F,100,71,0,71
Safire,F,100,71,0,71
Saivion,M,100,0,71,71
Saragrace,F,100,71,0,71
Sarajean,F,100,71,0,71
Sevannah,F,100,71,0,71
